name,color,star,class,speed,power,attack,defense,health,skill,effects,passives,types,source,family_bonus,family,image,costume_id,dot_string,total_dot_damage,n_turns,dot_damage_per_turn,max_special_percent,min_special_percent,max_special_stat_percent,min_special_stat_percent,Title,Costume,Museum,Element,Rarity,Origin,Family,Release date,Class,Mana Speed,Special Skill,Passive #1,Passive #2,Passive #3,Passive #CB1,Passive #CB2,AetherPower,Max level: Attack,Max level: Defense,Max level: Health,Max level: Power,Limit Break #1: Attack,Limit Break #1: Defense,Limit Break #1: Health,Limit Break #1: Power,Limit Break #2: Attack,Limit Break #2: Defense,Limit Break #2: Health,Limit Break #2: Power,Mana Bonus CB1,Max level CB1: Attack,Max level CB1: Defense,Max level CB1: Health,Max level CB1: Power,Limit Break CB1 #1: Attack,Limit Break CB1 #1: Defense,Limit Break CB1 #1: Health,Limit Break CB1 #1: Power,Limit Break CB1 #2: Attack,Limit Break CB1 #2: Defense,Limit Break CB1 #2: Health,Limit Break CB1 #2: Power,Mana Bonus CB2,Max level CB2: Attack,Max level CB2: Defense,Max level CB2: Health,Max level CB2: Power,Limit Break CB2 #1: Attack,Limit Break CB2 #1: Defense,Limit Break CB2 #1: Health,Limit Break CB2 #1: Power,Limit Break CB2 #2: Attack,Limit Break CB2 #2: Defense,Limit Break CB2 #2: Health,Limit Break CB2 #2: Power,Mana Bonus CB3,Max level CB3: Attack,Max level CB3: Defense,Max level CB3: Health,Max level CB3: Power,Limit Break CB3 #1: Attack,Limit Break CB3 #1: Defense,Limit Break CB3 #1: Health,Limit Break CB3 #1: Power,Limit Break CB3 #2: Attack,Limit Break CB3 #2: Defense,Limit Break CB3 #2: Health,Limit Break CB3 #2: Power,Mana Bonus CB4,Max level CB4: Attack,Max level CB4: Defense,Max level CB4: Health,Max level CB4: Power,Limit Break CB4 #1: Attack,Limit Break CB4 #1: Defense,Limit Break CB4 #1: Health,Limit Break CB4 #1: Power,Limit Break CB4 #2: Attack,Limit Break CB4 #2: Defense,Limit Break CB4 #2: Health,Limit Break CB4 #2: Power
Heifeng Guai,purple,4,Rogue,Fast,686,669,624,1379,Black Tassel Spear Sting,"['Deals 285% damage to target', 'The duration of dispellable status ailments is reset for the target.', 'The target gets -35% defense for 3 turns.']",0,"['Hit 1', 'Defense Down']",Kingdom,"['Heroes become stronger when teamed with other unique Heroes of the same family.', 'Bonus for 1/2/3 Heroes:', '* 50% / 75% / 100% chance to increase the duration of each status effect that is cast by the hero by 1/2/3 turns.', 'MORALE BOOST:', 'Heroes belonging to this family as well as Heroes fighting alongside them receive the following perks in War of the Three Kingdoms:', '+10% attack, +3% defense, +7% health.']",Journey,https://i.imgur.com/cY9fvY1.jpg,0,,0,0,0.0,285,285,-35,-35,Black Wind Demon,,838.0,Dark,4,War of the Three Kingdoms,Journey Family,2023-02-27T07:00:00,Rogue,Fast,Black Tassel Spear Sting,,,,,,Attack Up,669,624,1379,686,727.0,678.0,1498.0,739.0,843.0,787.0,1737.0,843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitty,purple,4,Druid,Average,686,643,663,1362,Flowers of Kindness,"['All allies regenerate 450 boosted health over 3 turns. Boosted health can  exceed max HP.', 'All allies reflect status ailments to a random character on the opposing  team for 3 turns. Only cleansable status ailments are reflected.', 'The caster gets +30% defense for 3 turns.']","['Damage on Special Skill and Cover Damage: When this character receives damage  from Special Skills or in place of a character in Cover, there’s a 60% chance  to deal 20% of the received damage to all enemies.']","['Healer', 'Ailments reflect']",Musketeer,"['Bonus for 1/2/3 Heroes:', '50%/75%/100% chance to give Cover to a random ally for 3 turns when this character casts their Special Skill.', 'While in Cover, the ally takes no damage from Special Skill attacks or normal attacks. This character takes 60% / 50% / 40% of the damage that would by received by the character in Cover.', 'This effect can’t be dispelled, but ends when this character is defeated. Characters can only give cover to one ally at a time.', 'The members of this family have additional perks in the Brave Musketeers event.']",Musketeer,https://i.imgur.com/2nOJ3dV.jpg,0,,0,0,0.0,0,0,30,30,Friendly Florist,,844.0,Dark,4,Brave Musketeers,Musketeer Family,2023-03-08T07:00:00,Druid,Average,Flowers of Kindness,Damage on Special Skill and Cover Damage,,,,,Defense Up,643,663,1362,686,699.0,720.0,1480.0,738.0,811.0,835.0,1715.0,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteus,purple,4,Wizard,Average,650,707,595,1079,Scar of the Depths,"['The target and nearby enemies receive 327 Poison damage over 3 turns.', ""The target and nearby enemies can't gain mana for 3 turns.""]",0,"['DoT 3', 'Mana Gain Freeze']",Season2,"['Bonus for 1/2/3/4/5 Unique Heroes:', '+5%/+10%/+15%/+20%/+25% defense']",Atlantis,https://i.imgur.com/m2PmJmo.jpg,0,327 Poison damage over 3 turns.,327,3,109.0,0,0,0,0,Mage of Atlantis,0.0,850.0,Dark,4,Season II,Atlantis Family,,Wizard,Average,Scar of the Depths,,,,,,Damage Reduction,707,595,1079,650,768.0,646.0,1172.0,698.0,891.0,749.0,1359.0,796.0,5%,728.0,612.0,1143.0,671.0,791.0,665.0,1242.0,721.0,917.0,771.0,1440.0,823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proteus C,purple,4,Sorcerer,Average,671,774,555,1145,Curse of the Depths,"['All enemies receive 324 Poison damage over 2 turns.', 'All enemies get -50% mana generation for 4 turns.']",0,"['DoT All', 'Mana debuff']",Season2,"['Bonus for 1/2/3/4/5 Unique Heroes:', '+5%/+10%/+15%/+20%/+25% defense']",Atlantis,https://i.imgur.com/5sfSAJC.jpg,1,324 Poison damage over 2 turns.,324,2,162.0,0,0,-50,-50,Farseer of Atlantis,1.0,851.0,Dark,4,Season II,Atlantis Family,2023-04-03T07:00:00,Sorcerer,Average,Curse of the Depths,,,,,,Ailment Immunity,752,539,1081,650,817.0,586.0,1175.0,699.0,947.0,679.0,1362.0,797.0,5%,774.0,555.0,1145.0,671.0,841.0,603.0,1245.0,722.0,975.0,699.0,1443.0,823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boomer,purple,4,Barbarian,Average,645,541,663,1323,Watery Grave,"['Deals 204% damage to all enemies', 'The caster and nearby allies get +94% defense against Holy for 3 turns']",0,['Hit All'],Pirates,"['Bonus for 2 / 3 / 4 / 5 Heroes:', ' +3% / +6% / +10% / +15% attack.', ' +2% / +4% / +7% / +12% mana generation.']",Pirate,https://i.imgur.com/BLKBB2F.jpg,0,,0,0,0.0,204,204,94,94,First Mate of Corellia,,847.0,Dark,4,Challenge Festival I,Pirate Family,,Barbarian,Average,Watery Grave,,,,,,Revive,541,663,1323,645,588.0,720.0,1438.0,693.0,682.0,835.0,1667.0,790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lexi,purple,4,Monk,Average,692,677,714,1219,Energy Conjunction,"['The caster and nearby allies become Soul onnected for received damage with  each other for 4 turns. Soul Connected allies share received damage.', 'The target and nearby enemies become Soul Connected for 4 turns. Soul Cibbected enemies share received damage.', 'The caster and nearby allies get +94% defense against Holy for 4 turns.', 'The target and nearby enemies get -44% defense against Dark for 4 turns.']","['Troop Mastery:', ' Passive Skill as attacking character:', ' - This hero’s Troops deal extra elemental damage against weaker element.', '   * Dealt extra elemental damage: +100%', ' Passive Skill as defending character:', ' - This hero receives less elemental damage from Troops of stronger element.', '   * Received elemental damage: -10%']","['Ally Damage Share 3', 'Enemy Damage Share 3', 'Elemental Defense Buff', 'Elemental Defense Debuff']",SuperElemental,"['One or more shields are enhanced to Power Gems each turn.', 'The amount is the same as <<Hero element>> heroes in the team.  5 Power Gems per element can be on the board at the same time.', 'The Power Gem deals 20/15/10 (5*/4*/3*) damage to a random enemy each turn until it is matched. When Power Gems are matched, they deal 10 damage to all enemies.']",SuperElemental,https://i.imgur.com/Jtfysu9.jpg,0,,0,0,0.0,0,0,94,-44,Artisan of Elemental Energy,,836.0,Dark,4,Contest of Elements,Super Elemental Family,2023-11-06T07:00:00,Monk,Average,Energy Conjunction,Troop Mastery,,,,,Damage Reduction,677,714,1219,692,736.0,775.0,1325.0,745.0,853.0,899.0,1536.0,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ana-Belle,purple,4,Cleric,Average,683,626,697,1317,Tidy Up!,"['Dispels and cleanses all buffs and status ailments from all allies and enemies.', 'Recovers 45% heath for all allies.', 'Recovers additional 2% health per removed status effect, up to 65% health in total.']","['Steal Buff - When this character casts their Special Skill, they have a 50%  chance to steal the newest dispellable buff from a random enemy that has buffs.  If no enemy has buffs, deals 70% damage to all enemies.']","['Dispeller', 'Cleanser', 'Healer']",Morlovia,"['Bonus for 1/2/3 Unique Heroes:', '+3%/+6%/+9% mana generation', 'The members of this family have additional perks in the Halloween event.']",Morlovia,https://i.imgur.com/FvJxtPO.jpg,0,,0,0,0.0,65,2,0,0,Charlady of Morlovia,,837.0,Dark,4,Return to Morlovia,Morlovia Family,2022-10-03T07:00:00,Cleric,Average,Tidy Up!,Steal Buff,,,,,Defense Up,626,697,1317,683,681.0,757.0,1431.0,735.0,789.0,878.0,1659.0,839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergei,purple,4,Druid,Magic,678,658,620,1351,Midnight Moon,"['Special Skill has a different effect when charged with 100%/200% mana:', '1x Mana Charge:', ' * All enemies get -54% defense against Dark for 3 turns.', '2x Mana Charge:', ' * All allies get +100% normal attack for 5 turns. This effect can be active in addition to effects that alter attack in general. Normal attacks can have a total maximum of +160% increase power while this effect is active.']","['When this character casts their Special Skill, they have a 50% chance to  deal 100% damage to all enemies. If the Special Skill is fully charged,  the chance is 100%.']","['Elemental Defense Debuff', 'Normal attack buff', 'Charge']",Magic,"['Bonus for 1/2/3 Unique Heroes:', '50% / 75% / 100% chance to cast +5 mana generation stack on a random ally when this hero casts their Special Skill.', 'Maximum stack size: 10']",Magic,https://i.imgur.com/2gnuaoM.jpg,0,,0,0,0.0,0,0,160,-54,Student of the Arcane,,841.0,Dark,4,Tower of Magic,Magic Family,2021-09-15T07:00:00,Druid,Magic,Midnight Moon,Damage on Special,,,,,Special Armor,658,620,1351,678,715.0,674.0,1468.0,729.0,829.0,781.0,1702.0,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiburtus,purple,4,Ranger,Average,639,660,633,1045,Ramming Pulverizer,"['Deals 295% damage to the target and minor damage to nearby enemies.', 'The target and nearby enemies get -34% defense for 6 turns.']",0,"['Hit 3', 'Defense Debuff']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/XQUgnc6.jpg,0,,0,0,0.0,295,295,-34,-34,Mournful Duke,0.0,826.0,Dark,4,Classic,Classic Family,,Ranger,Average,Ramming Pulverizer,,,,,,Attack Up,660,633,1045,639,718.0,688.0,1136.0,687.0,832.0,797.0,1317.0,783.0,5%,706.0,677.0,1159.0,683.0,768.0,736.0,1260.0,736.0,890.0,852.0,1461.0,839.0,5%,759.0,727.0,1254.0,729.0,825.0,791.0,1363.0,786.0,956.0,916.0,1580.0,897.0,5%,772.0,740.0,1274.0,740.0,840.0,804.0,1385.0,798.0,973.0,932.0,1606.0,911.0,,,,,,,,,,,,,
Tiburtus C,purple,4,Paladin,Average,674,688,675,1140,Symphonic Pulverizer,"['Deals 175% damage to all enemies.', 'All enemies get -34% defense for 4 turns.']",0,"['Hit all', 'Defense Debuff']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/IyFUCM0.jpg,1,,0,0,0.0,175,175,-34,-34,Duke of Rock,1.0,827.0,Dark,4,Classic,Classic Family,2020-01-01T07:00:00,Paladin,Average,Symphonic Pulverizer,,,,,,Rage,656,643,1037,639,713.0,699.0,1126.0,687.0,827.0,811.0,1306.0,784.0,5%,701.0,688.0,1151.0,684.0,762.0,747.0,1249.0,735.0,884.0,867.0,1449.0,840.0,5%,754.0,739.0,1244.0,729.0,819.0,803.0,1351.0,785.0,951.0,932.0,1567.0,898.0,5%,767.0,752.0,1265.0,741.0,834.0,817.0,1373.0,797.0,967.0,948.0,1593.0,911.0,,,,,,,,,,,,,
Tiburtus C2,purple,4,Cleric,Average,729,730,759,1264,Elegent Pulverizer,"['Deals 295% damage to the target and minor damage to nearby enemies.', 'Reduces the max health of the target and nearby enemies by 600 over 4 turns. The effect is stronger against targets with boosted health. Max heath can’t get lower than 30% of the original max health. Any boosted health is reduced by an additional 150 per turn.']",0,"['Hit 3', 'Health Reduction']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/Yc1tBJ1.jpg,2,,0,0,0.0,295,30,0,0,Lamenting Duke,2.0,828.0,Dark,4,Classic,Classic Family,2023-10-30T07:00:00,Cleric,Average,Elegant Pulverizer,,,,,,Special Boost,635,660,1054,639,690.0,718.0,1145.0,687.0,800.0,832.0,1327.0,783.0,5%,679.0,706.0,1169.0,683.0,738.0,768.0,1270.0,736.0,856.0,890.0,1472.0,839.0,5%,730.0,759.0,1264.0,729.0,793.0,825.0,1374.0,785.0,920.0,956.0,1592.0,897.0,5%,742.0,772.0,1285.0,740.0,807.0,840.0,1396.0,798.0,936.0,973.0,1618.0,911.0,,,,,,,,,,,,,
Tiburtus C3,purple,4,Ranger,Average,742,755,792,1223,Toontastic Pulverizer,"['Deals 325% damage to the target and minor damage to nearby enemies.', 'The target and nearby enemies get -24% defense for 6 turns.', 'Deals extra damage against Holy.']","['Toon: 75% extra chance to resist all status ailments, mana reductions and buff dispels.']","['Hit 3', 'Defense Debuff']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/XlVXDYe.jpg,3,,0,0,0.0,325,325,-24,-24,Mournful Toon,3.0,829.0,Dark,4,Classic,Classic Family,2024-08-11T07:00:00,Ranger,Average,Toontastic Pulverizer,Toon,,,,,Attack Up,646,677,1003,641,701.0,736.0,1089.0,688.0,813.0,853.0,1263.0,785.0,5%,691.0,724.0,1113.0,685.0,750.0,787.0,1208.0,736.0,869.0,912.0,1401.0,840.0,5%,742.0,778.0,1203.0,730.0,806.0,846.0,1306.0,786.0,934.0,980.0,1515.0,898.0,5%,755.0,792.0,1223.0,742.0,820.0,861.0,1328.0,799.0,951.0,998.0,1540.0,912.0,,,,,,,,,,,,,
Ameonna,purple,4,Sorcerer,Fast,649,771,527,1054,Ghost,"['The caster shifts into Ghost Form.', 'Ghost Form removes all cleansable and uncleansable buffs and status ailments from the caster.', 'While in Ghost form the caster gains +82% attack.', ""While in Ghost form the caster can't gain mana, but is immune to normal attacks, special attacks, and all status effects."", 'Ghost form lasts for 4 turns.']",0,['Ghost'],Season2,"['Bonus for 1/2/3/4/5 Unique Heroes:', '+3%/+6%/+9%/+11/+13% mana generation']",Sakura,https://i.imgur.com/VkDdipF.jpg,0,,0,0,0.0,0,0,82,82,Lone Ghost,0.0,848.0,Dark,4,Season II,Sakura Family,,Sorcerer,Fast,Ghost,,,,,,Special Armor,771,527,1054,649,838.0,572.0,1145.0,698.0,971.0,663.0,1327.0,796.0,5%,794.0,542.0,1117.0,671.0,863.0,589.0,1213.0,721.0,1000.0,682.0,1406.0,822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ameonna C,purple,4,Wizard,Fast,671,700,651,1139,Yurei,"['Removes all status ailments and stacks from the caster. Removes even status effects that are otherwise undispellable or uncleansable.', 'The caster shifts to Ghost form for 4 turns.', 'While in Ghost form the caster can’t gain mana and can’t be healed by Special Skills, but is immune to normal attacks, Special Skill attacks, status effects and stacks.', 'While in Ghost form, all allies except the caster have +44% defense.', 'While in Ghost form, all allies except the caster regenerate 140 HP every turn.']",0,['Ghost'],Season2,"['Bonus for 1/2/3/4/5 Unique Heroes:', '+3%/+6%/+9%/+11/+13% mana generation']",Sakura,https://i.imgur.com/VZyVFDJ.jpg,1,,0,0,0.0,0,0,44,44,Lonesome Yurei,1.0,849.0,Dark,4,Season II,Sakura Family,2022-05-02T07:00:00,Wizard,Fast,Yurei,,,,,,Defense Up,680,633,1075,650,738.0,688.0,1168.0,699.0,856.0,797.0,1354.0,797.0,5%,700.0,651.0,1139.0,671.0,760.0,708.0,1238.0,722.0,881.0,820.0,1435.0,823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadow,purple,4,Ranger,Very Fast,684,709,618,1275,Poison-Tipped-Arrow,"['Deals 265% damage to the target.', 'The target receives 402 Poison damage over 3 turns, starting low and increasing with every turn..']","['When this character casts their Special Skill, they give a Hunter’s Mark on a random enemy. The target receives 150 damage over 3 turns. If a target already has this effect, the duration will be refreshed and the damage will be increased by 150, up to 1500 damage in total', 'This character has a 10% chance to drop the direct damage received from Special Skills to 1.']","['Hit 1', 'Dot 1']",PlainsHunter,"['Bonus for 2/3/4/5 Heroes:', '+5%/+10%/+15%/+20% attack.', 'Event Bonus: Heroes belonging to the Plains Hunter family receive the following perks on Monster Island: * +20% attack, +20% defense, +20% health * 50% less permanent damage taken. * Stack (Max 10): When this character casts their Special Skill, all enemies get -3% defense.']",PlainsHunter,https://i.imgur.com/rm17UZ5.jpg,0,"402 Poison damage over 3 turns,",402,3,134.0,265,265,0,0,Tribal Huntress,,843.0,Dark,4,Monster Island,Plains Hunter Family,2022-10-15T07:00:00,Ranger,Very Fast,Poison-Tipped Arrow,Damage Over Time on Special,Special Skill Damage Reduction,,,,Attack Up,709,618,1275,684,771.0,671.0,1385.0,736.0,894.0,779.0,1606.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dizzy,purple,4,Wizard,Average,687,675,684,1249,Gloomy Tune,"['Deals 250% damage to the target and nearby enemies.', 'Summons an Elf Minion for the caster and nearby allies with 10% HP and 10% attack inherited from the caster.', 'The caster and nearby allies reflect all status effects and 100% damage back to the attacker and block all other negative effect from enemies’ Holy Special Skills for 4 turns. (Status effects cast by characters, Minions and Fiends on the same side cannot be reflected.)']",0,"['Hit 3', 'Summoner 3', 'Reflect elemental skills 3']",Christmas,"['Bonus for 2/3 Unique Heroes:', '+2%/ +3% health for Minions inherited from their summoner.', '+5%/+10% attack for Minions inherited from their summoner.', ""The members of this family have additional perks in the Santa's Challenge event.""]",Christmas,https://i.imgur.com/84anXmA.jpg,0,,0,0,0.0,250,10,0,0,Gnome Entertainer,,835.0,Dark,4,Santa's Challenge,Winter Family,2023-12-01T07:00:00,Wizard,Average,Gloomy Tune,,,,,,Attack Up,675,684,1249,687,734.0,743.0,1357.0,739.0,851.0,861.0,1574.0,844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arges,purple,4,Wizard,Charge,685,663,637,1357,Potion Cocktail,"['Special Skill has a different effect when charged with 100% / 200% / 300% mana:', '1x Mana Charge:', '* Deals 165% damages to the target and nearby enemies.', '* The caster and nearby allies get +30% attack for 3 turns.', '2x Mana Charge:', '* Deals 215% damages to the target and nearby enemies.', '* The target and nearby enemies get -34% defense for 3 turns.', '3x Mana Charge:', '* Deals 365% damages to the target and nearby enemies.', '* The caster and nearby allies get +50% attack for 3 turns.', '* The target and nearby enemies get -44% defense for 3 turns.']","['Decreased Minion Health: Enemy Minions inherit -50% less Health when summoned.', 'Resist Defense Ailments: This character has innate resistance against status ailments that affect defense. Applies also to status ailments that affect elemental defense.']",['Charge'],Styx,"['Bonus for 1/2/3 Unique Heroes:', '40%/60%/80% chance to cast -30% mana generation to all enemies for 2 turns when this hero casts their Special Skill.']",Styx,https://i.imgur.com/yK7UFvQ.jpg,0,,0,0,0.0,365,100,50,-44,Potion Merchant Cyclops,,860.0,Dark,4,Tower of Styx,Styx Family,2022-09-21T07:00:00,Wizard,Styx,Potion Cocktail,Resist Defense Ailments,Decreased Minion Health,,,,Damage Reduction,663,637,1357,685,720.0,692.0,1475.0,737.0,835.0,803.0,1710.0,841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cupcake,purple,4,Rogue,Average,684,690,620,1317,Grand Heist,"['Steals Minions from the target.', 'Deals 400% damage to the target.', 'The target can’t receive new Minions for 4 turns.']","['When a Minion is summoned to any ally, this character gains 5% health and 5% mana. This effect can activate only once per turn.', 'When a Fiend is summoned to any enemy, this character deals 85% damage to all enemies. This effect can activate only once per turn.']","['Minion Steal', 'Hit 1', 'Minion Block Debuff']",Pets,"['Bonus for 1/2/3 Heroes:', 'Minions for this Hero inherit +2%/+3%/+4% extra attack.', 'Minions for this Hero inherit +2%/+3%/+4% extra health.', 'Fiends for this Hero absorb -2%/-3%/-4% less max health.', 'Fiends for this Hero inherit -2%/-3%/-4% less attack.']",Pets,https://i.imgur.com/p15TPST.jpg,0,,0,0,0.0,400,400,0,0,Clawsome Bandit,,842.0,Dark,4,Challenge Festival II,Mighty Pet Family,2022-11-03T07:00:00,Rogue,Average,Grand Heist,Friend of the Familiars,Wrath of Pets,,,,Special Boost,690,620,1317,684,750.0,674.0,1431.0,736.0,870.0,781.0,1659.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juliani,purple,4,Wizard,Slow,696,677,692,1289,Scroll of Spite,"['This Special Skill never misses its targets.', 'Attacks the target and nearby enemies with Moonrise Strike dealing up to 860 damage. Deals 30% more damage if the target is Holy.', 'The target and nearby enemies receive 900 Poison damage over 5 turns. The caster and all allies absorb 35% of the dealt Poison damage as health.']",['Reduce Mana Gain from Special Skills: Reduces the amount of mana increased by Special Skill by -80%. The effect applies to all enemies in the battle.'],"['Hit 3', 'Dot 3']",owltower,"['Bonus for 1/2/3 Unique Heroes:', '* All received mana status ailments will be replaced by a +11% / +31% / +39% mana generation buff for 3 turns.']",owl,https://i.imgur.com/UhbZaxw.jpg,0,900 Poison damage over 5 turns.,900,5,180.0,35,30,0,0,Justiciar of Owl Tower,,846.0,Dark,4,Owl Tower,Owl Family,2024-02-14T07:00:00,Wizard,Slow,Scroll of Spite,Reduce Mana gain from Special Skills,,,,,Attack Up,677,692,1289,696,736.0,752.0,1401.0,749.0,853.0,872.0,1624.0,855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabina,purple,4,Sorcerer,Average,639,699,578,1060,Fog of the Fallen,"['Recovers 42% health for all allies', 'Dispels buffs from all enemies']",0,"['Healer', 'Dispeller']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/G6mmZNN.jpg,0,,0,0,0.0,42,42,0,0,Deathbound Lady,0.0,866.0,Dark,4,Classic,Classic Family,,Sorcerer,Average,Fog of the Fallen,,,,,,Special Armor,699,578,1060,639,759.0,628.0,1152.0,687.0,880.0,728.0,1335.0,783.0,5%,747.0,618.0,1176.0,684.0,812.0,671.0,1278.0,736.0,941.0,778.0,1481.0,839.0,5%,803.0,664.0,1272.0,730.0,872.0,722.0,1382.0,785.0,1012.0,837.0,1602.0,897.0,5%,817.0,676.0,1293.0,741.0,888.0,734.0,1405.0,798.0,1029.0,851.0,1628.0,911.0,,,,,,,,,,,,,
Sabina C,purple,4,Cleric,Average,674,742,642,1074,Haze of the Fallen,"['All allies regenerate 609 HP over 3 turns', 'All enemies are immune to new buffs for 3 turns', 'Dispels buffs from all enemies']",0,"['HOT All', 'Buff immunity', 'Dispeller']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/flsZEGB.jpg,1,,0,0,0.0,0,0,0,0,Deathless Princess,1.0,867.0,Dark,4,Classic,Classic Family,2021-01-18T07:00:00,Cleric,Average,Haze of the Fallen,,,,,,Defense Up,707,612,977,640,768.0,664.0,1062.0,688.0,891.0,770.0,1231.0,784.0,5%,756.0,654.0,1084.0,684.0,821.0,710.0,1178.0,736.0,953.0,823.0,1366.0,840.0,5%,813.0,703.0,1172.0,730.0,883.0,763.0,1274.0,786.0,1024.0,885.0,1477.0,897.0,5%,827.0,716.0,1191.0,741.0,898.0,776.0,1295.0,797.0,1042.0,900.0,1501.0,911.0,,,,,,,,,,,,,
Sabina C2,purple,4,Monk,Average,730,737,813,1144,Mist of the Fallen,"['All allies regenerate 609 HP over 3 turns.', 'All allies are immune to new status ailments for 3 turns.', 'Cleanses ailment from all allies.']",0,"['HoT', 'Status Ailment Immunity', 'Cleanser']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/EBmu86N.jpg,2,,0,0,0.0,0,0,0,0,Deathbound Princess,2.0,868.0,Dark,4,Classic,Classic Family,2023-11-27T07:00:00,Monk,Average,Mist of the Fallen,,,,,,Counterattack,641,707,954,640,697.0,768.0,1036.0,689.0,808.0,891.0,1201.0,785.0,5%,685.0,756.0,1058.0,684.0,745.0,821.0,1149.0,736.0,864.0,953.0,1333.0,840.0,5%,737.0,813.0,1144.0,730.0,801.0,883.0,1243.0,786.0,929.0,1024.0,1441.0,898.0,5%,749.0,827.0,1163.0,741.0,815.0,898.0,1263.0,798.0,945.0,1042.0,1465.0,912.0,,,,,,,,,,,,,
