name,color,star,class,speed,power,attack,defense,health,skill,effects,passives,types,source,family_bonus,family,image,costume_id,dot_string,total_dot_damage,n_turns,dot_damage_per_turn,max_special_percent,min_special_percent,max_special_stat_percent,min_special_stat_percent
Kai,green,5,Rogue,Very Fast,888,889,832,1569,Mantis Strike,"['Deals 435% damage to the target.', 'Summons a Bone Trap Fiend for the target. The Fiend damages the enemy with 45% attack each turn. The damage increases by 8% each turn, up to a maximum of 93%.', 'The Bone Trap Fiend absorbs healing and disappears when it has absorbed health equal to 35% of its owner’s max health.', 'The target gets -50% decrease of any healing received for 3 turns.', 'Dispels buffs from the target at the end of each turn for 3 turns']","['Damage over Time on Special: When this character casts their Special Skill, they give a Hunter’s Mark on a random enemy. The target receives 150 damage over 3 turns. If a target already has this effect, the duration will be refreshed and the damage will be increased by 150, up to 1500 damage in total.', 'Special Skill Damage Reduction: This character has a 10% chance to drop the direct damage received from Special Skills to 1.']","['Hit 1', 'Fiend Summoner 1', 'Healing Debuff 1', 'Dispeller 1']",covenant,"['Bonus for 2/3/4/5 Heroes:', '+5%/+10%/+15%/+20% attack.', 'Event Bonus: Heroes belonging to the Plains Hunter family receive the following perks on Monster Island: * +20% attack, +20% defense, +20% health * 50% less permanent damage taken. * Stack (Max 10): When this character casts their Special Skill, all enemies get -3% defense.']",plainshunter,https://i.imgur.com/D9rMcBZ.jpg,0,,0,0,0.0,435,8,-50,-50
Zuni,green,5,Wizard,Fast,947,943,922,1670,Hoverboard Slam,"['Deals 300% damage to the target.', 'If the target is of Ice element, deals 275% damage to all other enemes.', 'Hit enemies get -34% attack for 3 turns. Against Ice characters, this status effect becomes uncleasable and lasts 2 turns longer.', 'Hit enemies get -34% defense for 3 turns. Against Ice characters, this status effect becomes uncleasable and lasts 2 turns longer.']","['Troop Mastery:', 'Passive Skill as attacking character: This hero’s Troops deal extra  elemental damage against weaker element.', ' - Dealt extra elemental damage: +100%', 'Passive Skill as defending character: This hero receives less elemental  damage from Troops of stronger element.', ' - Received elemental damage: -10%']","['Hit 1', 'Hit All', 'Attack Debuff', 'Defense Debuff']",superelemental,"['One or more shields are enhanced to Power Gems each turn.', 'The amount is the same as <<Hero element>> heroes in the team. 5 Power Gems per element can be on the board at the same time.', 'The Power Gem deals 20/15/10 (5*/4*/3*) damage to a random enemy each turn until it is matched. When Power Gems are matched, they deal 10 damage to all enemies.']",superelemental,https://i.imgur.com/cAdigcK.jpg,0,,0,0,0.0,300,275,-34,-34
Kadilen,green,5,Druid,Fast,757,696,766,1246,Eclipse Shield,"['Deals 190% damage to all enemies', 'All allies get +74% defense against Special Skills for 3 turns']",0,"['Hit All', 'Special Skill Defense Buff']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/Gjh3PRB.jpg,0,,0,0,0.0,190,190,74,74
Kadilen C,green,5,Sorcerer,Fast,797,698,830,1398,Crescent Shield,"['Deals 170% damage to all enemies.', 'All allies get +45% chance to dodge special skills for 3 turns. Each dodge summons a thorn minion.', 'Thorn minion has 15% HP and 15% attack inherited from the caster']",0,"['Hit All', 'Minion Dodge Buff']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/N7LZ2EP.jpg,1,,0,0,0.0,170,15,45,45
Kadilen C2,green,5,Cleric,Fast,914,812,1003,1603,Lunar Shield,"['Deals 210% damage to all enemies.', 'All allies get +40% chance to dodge Special Skills for 3 turns. Each dodge summons an Empowered Thorn Minion.', 'Empowered Thorn Minion has 25% HP and 25% attack inherited from the caster']",0,"['Hit All', 'Minion Dodge Buff']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/hEckaC5.jpg,2,,0,0,0.0,210,25,40,40
Kadilen C3,green,5,Druid,Fast,1133,1174,1075,2118,Toon Shield,"['Deals 270% damage to all enemies.', 'All allies get +64% defense against Special Skills for 3 turns.', 'Deals extra damage against Ice.']","['Toon: 75% extra chance to resist all status ailments, mana reductions and buff dispels.']","['Hit All', 'Special Skill Defense Buff']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/I1ETLXX.jpg,3,,0,0,0.0,270,270,64,64
Mystia,green,5,Sorcerer,Average,1063,1095,1093,1777,Mesmerizing Mirror,"['All enemies become Soul Connected for 4 turns. Soul Connected enemies share received damage.', 'All enemies get -34% defense for 4 turns.', 'All allies reflect all status effects and 145% damage back to the attacker and block other negative effects from enemies’ Fire Special Skill for 4 turns. (Status effects cast by characters, Minions and Fiends on the same side cannot be reflected.)', ""Element Link gives all Nature allies +30% defense against Special Skills for 4 turns. This effect can't be dispelled.""]","['Resist Special Skill Blocking: This character has innate resistance against status ailments that block Special Skills.', 'Ignore Taunt: This character’s Special Skill is not affected by Taunt.']","['Enemy Damage Share', 'Defense Debuff All', 'Elemental Reflect All', 'Elemental Counterattack All']",hotm,"['Bonus will activate on January 1st, 2026']",2025,https://i.imgur.com/igntudt.jpg,0,,0,0,0.0,145,145,30,-34
Peregrine,green,5,Ranger,Average,1137,1135,1110,2177,Feyfire Slash,"['Deals 450% damage to the target and nearby enemies.', 'Enhanced Dodge: The caster and nearby allies get +55% chance to dodge Special Skills that deal damage. This effect lasts until the ally succesfully dodges 5 times.', 'After the Enhanced Dodge ends or is removed or replaced, the ally gets +70% attack for 5 turns.']","['Minion Blind: All enemies’ Minions have -60% accuracy. All enemies’ Mega Minions have -50% accuracy.', 'Resist Insanity: This character has innate resistance against Insanity.', 'Resist Attack Reduction: This character has innate resistance against status ailments, stacks and Wither effects that affect attack.']","['Hit 3', 'Enhanced Dodge 3', 'Delayed Attack Buff 3']",wilderness,"['Bonus for 1 / 2 Heroes:', ' * 75% / 100% chance to resist mana reductions and mana status ailments. Each succesful resist by this family gives this character 15% mana.', ' * +50% / +100% more damage dealt against Minions and Mega Minions.']",woodlandfaun,https://i.imgur.com/1bOrH83.jpg,0,,0,0,0.0,450,450,70,55
Februus,green,5,Cleric,Slow,952,885,912,1876,Remendies and Diseases,"['Destroys all Fiends from all allies.', 'Cleanses status ailments from all allies.', 'All allies regenerate 1190 HP over 5 turns. This effect can’t be dispelled.', 'All enemies receive 815 Poison damage over 5 turns. This effect can’t be cleansed.']","['Cleanse on Minion Death: This character is cleansed of status ailments when Minion owned by them is destroyed. ', 'Resist Defense Ailments: This character has innate resistance against status ailments that affect defense. Applies also to status ailments that affect elemental defense.']","['Fiend Destroyer All', 'Cleanser All', 'HoT All', 'Dot All']",carnivalofgods,"['Masked God characters summon a Mask Minion for themselves at the start of the battle. The more Masked God characters there are in the same team, the better the Mask minion is.', '1 family member: This character summons a Mask Minion with 8% health and 8% attack inherited from the character.', 'Additional skill with 2 family members: When summoned, the Mask Minion gives its owner +7% attack while the owner has a Mask Minion. This effect can’t be dispelled.', 'Additional skill with 3 family members: When summoned, the Mask Minion gives its ower immunity to all status ailments while the owner has a Mask Minion. This effect can’t be dispelled.']",maskedgod,https://i.imgur.com/uBNXICu.jpg,0,815 Poison damage over 5 turns.,815,5,163.0,0,0,0,0
Qinglong,green,5,Wizard,Very Fast,983,1001,953,1726,Confident Strategy,"['Deals 160% damage to all enemies.', 'Steals the latest dispellable buff from all enemies and randomly distributes them on allies.', 'All allies get +8% attack per transferred status effect buff for 2 turns.']",['Disable Minion Abilities: Attacks and abilities of all Minions owned by enemies are disabled.'],"['Hit all', 'Steal 1 buff', 'Attack buff']",lunaryear,"['Heroes become stronger when teamed with other unique Heroes of the same family.', 'The Lunar Year family features different Lunar Year Animal Heroes. Each Lunar Year Animal grants different bonus to the members of the Lunar Year family when paired with at least 1 other Lunar Year Hero.', 'This Hero gives the following Lunar Year (**) bonus to the members of the Lunar Year Family: ', ' ** Rabbit: +5% mana generation', ' ** Ox: +10% defense', ' ** Tiger: +10% attack', ' ** Dragon: +15% critical chance', ' ** Snake: +5% healing', ' ** Rat: +15% Special Skill power', 'The members of this family have additional perks in the Lunar New Year event.']",lunaryear,https://i.imgur.com/PjBP5aw.jpg,0,,0,0,0.0,160,160,8,8
Quenell,green,5,Ranger,Fast,816,795,760,1433,Howling Sword,"['Deals 320% damage to the target and nearby enemies.', 'The caster gets additional +40% power for the next Special Skill they cast. The additional power increases +40% each turn, up to a maximum of 200% in total.', 'The caster regenerates 600 HP over 3 turns.']",0,"['Hit 3', 'Self Power Boost', 'Self HoT']",knights,"['Bonus for 1/2/3 Heroes:', '20%/35%/50% chance to make a cast buff undispellable.', 'The members of this family have additional perks in the Clash of Knights event.']",wolf,https://i.imgur.com/iWwRJlT.jpg,0,,0,0,0.0,320,200,40,40
Quenell C,green,5,Monk,Fast,1148,1182,1121,2114,Rusty Blade,"['Deals 360% damage to the target and nearby enemies.', 'The caster gets additional +30% power for the next Special Skill they cast. The additional power increases +30% each turn, up to +150% in total.', 'The caster regenerates 600 HP over 3 turns.']","['Ability: Increased Status Effect Duration. Chance to increase the duration of cast status effects.', ' * +1 turn: 75%', ' * +2 turns: 25%']","['Hit 3', 'Self Power Boost', 'Self HoT']",knights,"['Bonus for 1/2/3 Heroes:', '20%/35%/50% chance to make a cast buff undispellable.', 'The members of this family have additional perks in the Clash of Knights event.']",wolf,https://i.imgur.com/vtZxZ4o.jpg,1,,0,0,0.0,360,360,150,30
Theodosius,green,5,Monk,Slow,1101,1089,1157,1936,Reporting for Duty,"['Deals 450% damage to all enemies.', 'Reduces the duration of all allies’ active status ailments by 3 turn. (The duration reduction affects both cleansable and uncleansable status ailments. If the duration on any ailment is reduced to zero, the effect is considered as having expired naturally.)', 'Reduces the duration of all enemies’ active buffs by 3 turns.(The duration reduction affects both dispellable and undispellable status effect buffs. If the duration on any buff is reduced to zero, the effect is considered as having expired naturally.)', 'All allies get +35% defense for 5 turns.', 'All enemies get -35% defense for 5 turns.']","['Mana on Status Ailment Received: This character gains 5% mana when they receive a status ailment or negative stack.', 'Resist Mana reduction: This character has an innate resistance against mana Reduction.', 'Guard Rally: Every 4 turns, removes all Wither effects from all allies.']","['Hit All', 'Reduce Ailments duration 3', 'Reduce Buff duration 3', 'Defense Buff', 'Defense Debuff']",goblinvillage,"['Bonus for 1 / 2 / 3 Heroes:', 'At the start of the battle, summons a Recruit Guard Mega Minion with 20% / 25% / 30% HP and 100% / 120% / 140% attack inherited from this character.']",garrisonguard,https://i.imgur.com/tr0BEoG.jpg,0,,0,0,0.0,450,450,35,-35
Elkanen,green,5,Cleric,Fast,758,675,784,1266,Crescent Spear,"['Deals 330% damage to the target and minor damage to nearby enemies', 'Heals the caster for 38% or damage dealt']",0,"['Hit 3', 'Self Heal']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/gkqoNuc.jpg,0,,0,0,0.0,330,38,0,0
Elkanen C,green,5,Barbarian,Fast,798,687,862,1370,Eclipse Spear,"['Deals 280% damage to the target and nearby enemies', 'The caster steals 61% of any healing applied to the target and nearby enemies for 3 turns']",0,"['Hit 3', 'Healing Steal']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/r8h2KIN.jpg,1,,0,0,0.0,280,61,0,0
Elkanen C2,green,5,Paladin,Fast,862,805,871,1514,Lunar Spear,"['Deals 230% damage to all enemies', ""All enemies get -50% decrease for any healing received for 3 turns. This effect can't be cleansed.""]",0,"['Hit All', 'Healing Decrease']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/45ULmYn.jpg,2,,0,0,0.0,230,230,-50,-50
Elkanen C3,green,5,Cleric,Fast,1112,1134,1047,2125,Toon Spear,"['Deals 410% damage to the target and minor damage to nearby enemies.', 'Heals the caster for 35% of damage dealt.', 'Deals extra damage against Ice.']","['Toon: 75% extra chance to resist all status ailments, mana reductions and buff dispels.']","['Hit 3', 'Self Heal']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/6SvyBu6.jpg,3,,0,0,0.0,410,35,0,0
Florenna,green,5,Druid,Fast,1116,1170,1135,1884,Heavy Fragrance,"['Deals 435% damage to the target.', 'The target can’t get their status ailments cleansed or reallocated by Special Skills for 3 turns. (This effect also prevents cleansing and reallocating of itself.)', 'The target receives 912 Poison damage over 3 turn. This effect spreads to nearby enemies.', 'Elemental Link gives all Nature allies +20% attack for 4 turns. This effect can’t be dispelled.']","['Mana on Status Ailment Received: This character gains 5% mana when they receive a status ailment or a negative stack.', 'Resist Poison: This character has innate resistance against Poison.']","['Hit 1', 'Cleanse Immunity 1', 'Spreading DoT 1']",hotm,"['Bonus will activate on January 1st, 2026']",2025,https://imgur.com/5IV59yi.jpg,0,912 Poison damage over 3 turn.,912,3,304.0,435,435,20,20
Mistweaver,green,5,Monk,Fast,894,885,881,1524,Misty Punches,"['Deals 350% damage to the target and nearby enemies.', 'The target and nearby enemies resist healing and receive 220 damage per each resisted healing for 3 turns.', 'Stack (Max: 10): The caster gets +15% attack against the weaker element.']","['Damage Over Time on Special: When this character casts their Special Skill, they give a Hunter’s Mark on a random enemy. The target receives 150 damage over 3 turns. If a target already has this effect, the duration will be refreshed and the damage will be increased with 150, up to 1500 damage in total.', 'Hunter’s Vigor: When this character casts their Special Skill, they get +20% attack for 3 turns. This effect can be active in addition to other effects that alter attack.']","['Hit 3', 'Damage on each Resisted Healing 3', 'Self Elemental Attack Stack']",covenant,"['Bonus for 2/3/4/5 Heroes:', ' +5%/+10%/+15%/+20% HP.', 'Event Bonus: Heroes belonging to the Jungle Hunter family receive the following perks on Monster Island:', ' * +20% attack, +20% defense, +20% health', ' * 50% less permanent damage taken.', ' * Stack (Max 10): When this character casts their Special Skill, all enemies get -3% defense.']",junglehunter,https://i.imgur.com/F4ide5S.jpg,0,,0,0,0.0,350,350,15,15
Mazoga,green,5,Ranger,Fast,1018,1065,966,1790,Super Duper Spray,"['Deals 280% damage to the target and nearby enemies.', 'The target and nearby enemies get -24% defense for 3 turns. The effect duration resets if the character receives status ailments.', 'Deals extra damage against Ice.']","['Resist Water Damage: This character has innate resistance against Water Damage.', 'Damage over time on Special: When this character casts their Special Skill, all enemies receive 254 Water damage over 2 turns.']","['Hit 3', 'Defense debuff']",beachparty,"['Bonus for 1+ Heroes:', '-20%/-40%/-60% damage received from damage over time status effects.', 'The members of this family have additional perks in the Beach Party event.']",beachparty,https://i.imgur.com/1FUEzbL.jpg,0,,0,0,0.0,280,280,-24,-24
Gelert,green,5,Rogue,Changing Tides,976,1021,875,1781,Whirlpool Dash,"['Special Skill need consecutive uses to reach full power, the following order:', '1st:', ' * Caster steals 10% mana from the target.', ' * Deals 460% damage to the target.', ' * The less mana the enemies have, the more damage they will receive, up to 600%.', ' * All allies get +25% mana generation for 3 turns.', '2nd:', ' * Caster steals 20% mana from the target.', ' * Deals 530% damage to the target.', ' * The less mana the enemies have, the more damage they will receive, up to 700%.', ' * All allies get +30% mana generation for 3 turns.']","['Effects on Special Skill: 50% chance to perform the following actions when this character casts their Special Skill', ' * Deals 80% damage to all enemies.', ' * All allies get +21% critical chance for 2 turns.']","['Mana steal 1', 'Hit 1', 'Mana gen Buff All']",untoldtales,"['Bonus for 1/2 Unique Heroes:', '50%/75% chance to give all allies +36% attack for 3 turns after this character receives Special Skill damage. If the enemy’s Special Skill defeats this character, the chance is 75%/100%', 'Related Family Bonus: Hero is related to the Atlantis Family.', 'Hero receives the family bonus of a related family when in team with at least 1 related hero. Bonus for 1/2/3/4/5 heroes: +5%/+10%/+15%/+20%/+25% defense.', 'The members of this family have additional perks in Untold Tales 1: Mysteries of the Deep stages.']",defendersofatlantis,https://i.imgur.com/WjoVn5I.jpg,0,,0,0,0.0,700,10,30,25
Gelert C,green,5,Fighter,Changing Tides,1214,1331,1095,2264,,"['Special Skill need consecutive uses to reach full power, the following order:', '1st:', ' * Caster steals 15% mana from the target.', ' * Deals 500% damage to the target.', ' * The less mana the enemies have, the more damage they will receive, up to 650%.', ' * All allies get +26% mana generation for 3 turns. (Affects only mana generated from matching tiles or mana gained by the defense team at the end of their turn.)', '2nd:', ' * Caster steals 25% mana from the target.', ' * Deals 550% damage to the target.', ' * The less mana the enemies have, the more damage they will receive, up to 720%.', ' * All allies get +35% mana generation for 3 turns. (Affects only mana generated from matching tiles or mana gained by the defense team at the end of their turn.)']","['Effects on Special Skill: 50% chance to perform the following actions when this character casts their Special Skill', ' * Deals 80% damage to all enemies.', ' * All allies get +21% critical chance for 2 turns.', 'Resist Insanity: This character has an innate resistance against Insanity.']","['Mana steal 1', 'Hit 1', 'Mana gen Buff All']",untoldtales,"['Bonus for 1/2 Unique Heroes:', '50%/75% chance to give all allies +36% attack for 3 turns after this character receives Special Skill damage. If the enemy’s Special Skill defeats this character, the chance is 75%/100%', 'Related Family Bonus: Hero is related to the Atlantis Family.', 'Hero receives the family bonus of a related family when in team with at least 1 related hero. Bonus for 1/2/3/4/5 heroes: +5%/+10%/+15%/+20%/+25% defense.', 'The members of this family have additional perks in Untold Tales 1: Mysteries of the Deep stages.']",defendersofatlantis,https://imgur.com/A9Yjffb.jpg,1,,0,0,0.0,720,15,35,26
Staintongue,green,5,Paladin,Fast,891,898,844,1540,Mallett Swing of the Beast,"['Deals 330% damage to the target and nearby enemies.', 'The target and nearby enemies get -30% accuracy for 3 turns. The accuracy decreases by -10% each turn, up to -50%.', 'The target and nearby enemies receive 363 Poison damage over 3 turns.']","['Hunter’s Sense: When this character casts their Special Skill, they have 100% chance to transfer the newest status ailment from themself to the target. If the Special Skill cannot target an enemy, a random enemy is chosen instead. If this character has no status ailments, they recover 12% health.', 'Damage over Time on Special: When this character casts their Special Skill, they have 100% chance to transfer the newest status ailment from themself to the target. If the Special Skill cannot target an enemy, a random enemy is chosen instead. If this character has no status ailments, they recover 5% health.']","['Hit 3', 'Blind', 'DoT']",covenant,"['Bonus for 2/3/4/5 Heroes:', '+5%/+10%/+15%/+20% defense.', 'Event Bonus: Heroes belonging to the Abyss Hunter family receive the following perks on Monster Island: * +20% attack, +20% defense, +20% health * 50% less permanent damage taken. * Stack (Max 10): When this character casts their Special Skill, all enemies get -3% defense.']",abysshunter,https://i.imgur.com/obJIXMO.jpg,0,363 Poison damage over 3 turns.,363,3,121.0,330,330,-10,-50
Penelope,green,5,Fighter,Slow,1170,1176,1170,2191,"Cut, Cure and Craze","['Deals 440% damage to all enemies.', 'Heals all allies for 35% of the damage dealth.', 'All allies get +45% chance to dodge Special Skills for 5 turns. Each dodge inflicts 15 Insanity on the attacker.', 'Inflicts 50 Insanity to the caster.']",0,"['Hit All', 'Healer', 'Dodge Buff', 'Insanity']",shadow,"['Bonus for 1 / 2 / 3 Heroes:', '* +20% / +30% / +40% attack', '* +20% / +30% / +40% health', 'The members of this family have additional perks in the Shadows of the Deep event.']",investigator,https://i.imgur.com/mxewGNK.jpg,0,,0,0,0.0,440,35,45,45
Zavinia,green,5,Rogue,Fast,1109,1180,1087,1909,Darts of the Deep,"['Deals 450% damage to the target.', 'Deals additional 180% damage to as many random enemies as there are Nature tiles on the board, up to a maximum of 12 hits. The damage is reduced on each consecutive hit.', 'All hit targets get 10 Insanity every time they are hit.', 'Inflicts 50 Insanity on the caster.']",['Marked by the Old Ones: All damage is reduced by 5% per 10 Insanity for this character up to a maximum reduction of 50%.'],"['Hit 1', 'Random Hits', 'Insanity']",secretsummon,"['Bonus for 1 / 2 / 3 Heroes:', '* +20% / +30% / +40% attack', '* +20% / +30% / +40% health', 'The members of this family have additional perks in the Shadows of the Deep event.']",investigator,https://i.imgur.com/F1mKhpD.jpg,0,,0,0,0.0,450,180,0,0
Silvaria,green,5,Barbarian,Average,806,778,749,1425,Power of Flora,"['The target and nearby enemies get -34% defense for 3 turns.', 'Deals 380% damage to the target.', 'Summons a Forest Familiar Minion for all allies with 15% HP and 15% attack inherited from the caster.', ""Element Link gives all Nature allies +10% atack for 4 turns. This effect can't be dispelled.""]","['Resist Minion Removal: This character has innate resistance against Minion removal.', 'Summon on Burn: Each time this character receives a Burn status ailment, they summon a Forest Guardian Minion for themseles. Forest Guardian Minion inherits 40% HP and 40% atack from this character.']","['Defense Debuff', 'Hit 1', 'Summoner']",hotm,"['Bonus for 1/2/3 Heroes:', '+10%/+15%/+20% attack.', 'Bonus for 2+ Heroes:', 'Element Link affects all allies.']",2022,https://i.imgur.com/bmUsK1J.jpg,0,,0,0,0.0,380,15,10,-34
Spartoi,green,5,Barbarian,Changing Tides,998,974,1065,1672,Overwhelming Raid,"['Special Skill need consecutive uses to reach full power, the following order:', '1st:', ' * Deals 240% damage to all enemies.', ' * Summons a Naga Warrior Fiend for all enemies. The Fiend damage its target with 75% attack every turn.', ' * The Naga Warrior Fiend absorbs healing. It disappears after absorbing a healing amount equal to 40% of its target’s max health.', '2nd:', ' * Deals 320% damage to all enemies.', ' * Summons a Naga Warrior Fiend for all enemies. The Fiend damage its target with 110% attack every turn.', ' * The Naga Warrior Fiend absorbs healing. It disappears after absorbing a healing amount equal to 50% of its target’s max health.']","['Effects on Special Skill:', '50% chance to perform the following actions when this character casts their Special Skill', ' * Deals 80% damage to all enemies.', ' * The caster gets +19% mana generation for 2 turns.']","['Hit all', 'Fiend Summoner All']",untoldtales,"['Bonus for 1/2 Unique Heroes:', '50%/75% chance to cast -10% mana generation for 3 turns on an enemy who deals Special Skill damage to this character. If the enemy’s Special Skill defeats this character, the chance is 75%/100%.', 'Related Family Bonus: Hero is related to the Atlantis Family.', 'Hero receives the family bonus of a related family when in team with at least 1 related hero. Bonus for 1/2/3/4/5 heroes: +5%/+10%/+15%/+20%/+25% defense.', 'The members of this family have additional perks in Untold Tales 1: Mysteries of the Deep stages.']",nightmaresofatlantis,https://i.imgur.com/OJh8GR8.jpg,0,,0,0,0.0,320,40,0,0
Spartoi C,green,5,Paladin,Changing Tides,1246,1199,1418,2179,Opposing Raid,"['Special Skill need consecutive uses to reach full power, the following order:', '1st:', ' * Deals 230% damage to all enemies.', ' * Summons a Naga Warrior Fiend for all enemies. The Fiend damage its target with 70% attack every turn.', ' * The Naga Warrior Fiend absorbs healing. It disappears after absorbing a healing amount equal to 35% of its target’s max health.', '2nd:', ' * Deals 350% damage to all enemies.', ' * Summons a Naga Warrior Fiend for all enemies. The Fiend damage its target with 125% attack every turn.', ' * The Naga Warrior Fiend absorbs healing. It disappears after absorbing a healing amount equal to 60% of its target’s max health.']","['Effects on Special Skill:', '50% chance to perform the following actions when this character casts their Special Skill', ' * Deals 80% damage to all enemies.', ' * The caster gets +19% mana generation for 2 turns.', 'Resist Insanity: This character has innate resistance against Insanity.']","['Hit all', 'Fiend Summoner All']",untoldtales,"['Bonus for 1/2 Unique Heroes:', '50%/75% chance to cast -10% mana generation for 3 turns on an enemy who deals Special Skill damage to this character. If the enemy’s Special Skill defeats this character, the chance is 75%/100%.', 'Related Family Bonus: Hero is related to the Atlantis Family.', 'Hero receives the family bonus of a related family when in team with at least 1 related hero. Bonus for 1/2/3/4/5 heroes: +5%/+10%/+15%/+20%/+25% defense.', 'The members of this family have additional perks in Untold Tales 1: Mysteries of the Deep stages.']",nightmaresofatlantis,https://i.imgur.com/uRq8uoY.jpg,1,,0,0,0.0,350,35,0,0
Boom & Fang,green,5,Cleric,Average,949,891,959,1746,Boar Call,"['Summons a White Boar Mega Minion with 65% HP and 250% attack inherited from the caster.', 'When summoned the White Boar Mega Minion gives its owner the ability to counterattack with 100% of the received damage as long as the owner has a White Boar Mega Minion. This effect can’t be dispelled.']","['Effects on Special Skill: 50% chance to perform the following actions when this character casts their Special Skill.', ' * Deals 90% damage to all enemies.', ' * All enemies get -25% accuracy for 3 turns.']",['White Boar Mega Minion'],goblinvillage,"['Bonus for 1/2/3 Heroes:', 'Each time this Hero takes damage from the enemy’s Special Skill, removes 50% / 75% / 100% boosted health from all enemies.']",goblin,https://i.imgur.com/IpQKX8C.jpg,0,,0,0,0.0,250,65,0,0
Horghall Glass Costume,green,5,Druid,Slow,1235,1085,1218,2782,Anger of Shards,"['Deals 440% damage to all enemies.', 'The attack bypasses defensive buffs. (This includes counterattacks.)', 'All enemies get -29% attack for 6 turns.']",['Glass: 60% extra chance to reflect status ailments back to the attacker.'],"['Hit All', 'Bypass', 'Attack Debuff All']",season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into Superior Class Talent.']",classic,https://i.imgur.com/VFeCPg6.jpg,0,,0,0,0.0,440,440,-29,-29
Xiamara,green,5,Cleric,Average,980,1044,935,1629,Power of the Forest,"['Deals 300% damage to all enemies.', 'The caster gets additional +100% power for the next Special Skill they cast. The additional power increases +25% each turn, up to a maximum of +200% in total.', 'All enemies receive Mana Corruption for 4 turns. Each time an afflicted enemy receives mana from an additional source, they receive 400 damage. Additional sources include direct mana addition from Special Skills, status effects, level properties, passive skills, family effects, tile effects and Minions. Mana added for defense team at the end of their turn or from matching tiles is included only if the target has a mana generation bufff or a posive mana generation stack.']",['Health Recovery on Buff Received: This character recovers 5% health when they receive a buff or a positive stack.'],"['Hit All', 'Self Power Boost', 'Mana Corruption All']",knights,"['Heroes become stronger when teamed with other unique Heroes of the same family.', 'Bonus for 1/2/3 Heroes:', ' * All received attack status ailments will be replaced by a +40%/+60%/+70% attack buff for 3 turns.', 'The members of this family have additional perks in the Clash of Knights event.']",stag,https://i.imgur.com/En0uUcx.jpg,0,,0,0,0.0,300,300,200,25
